"81","5;2","false"
"81","4;4","true"
"81","1,2,3,4,5;3","true"
"81","5,5,5;2","false"
"81","1,2,2;3","false"
"81","3,2,3;3","true"
"81","1,-1,-3,-2,3;3;2","false"
"81","-1,-2,-3,-4,-5;2;2","false"
"81","-3,1,2,-3,0,-3;2;1","true"
"81","15;5 ","false"
"81","13;11","false"
"81","12,9;1","false"
"81","8,1,2;2","true"
"81","4;0;1,2;4","false"
"81","5;0;2,4;3","false"
"81","4;2;0,1,3;1","false"
"81","10,1,2,7,1,3;2","true"
"81","4,2,1,2;1","false"
"81","2,9,6,3;10","false"
"81","3;2;0;2","false"
"81","3;2;0;4","false"
"81","998244353;3","false"
"81","1010;10","false"
"81","1;5;2,0,0,3,0,0","false"
"81","0,1,7,4,4,5;3;6","false"
"81","1,7,9,2,5;11;11","false"
"81","2,4,6;2","true"
"81","1;1","true"
"81","25,64,9,4,100;4","false"
"81","1,1,1,1;4","false"
"81","2,3,5,9;2","true"
"81","2,7,9,3,1;2","true"
"81","1,3,5,1;2","false"
"81","1;2","false"
"81","1,1,2,2,3,3,5;2","true"
"81","1,2,3,4;0","false"
"81","1,4,1,3;2","false"
"81","2,5,5,7;3","false"
"81","4,2,3,1;10","false"
"81","5,1,8;6","false"
"81","20;3","false"
"81","16;2","false"
"81","1,-10,7,13,6,8;5","false"
"81","1,-10,7,13,6,8;7","true"
"81","5,8,9,2,1,3,7,4,6;2","false"
"81","4;5","false"
"81","3;2","false"
"81","1;3;1,1,2,1,1,1,3,1,1,1,4,1","false"
"81","3;2;1,9,1,8,10,10,10,10","false"
"81","1,6,5;5;6","false"
"81","1,2,3,4,5,6,7;8;1","false"
"81","11;7;50","false"
"81","6;9","false"
"81","4;7","false"
"81","1,2,1,2,1,3,3;2","false"
"81","1,2,1,2,1;2","true"
"81","1,2,1,2,1;5","false"
"81","1010;0110","false"
"81","11;00","false"
"81","10,6,9,1,7,5,11,2,4,8,3,15;2","false"
"81","3,4,5,6;0","false"
"81","2;7;1;3","false"
"81","3;5;2;1","false"
"81","2;4;8;2","false"
